24559
-24219506809241608/2199023255552 6886285062963193/2199023255552 -6095978364927985/549755813888 1722037043200001/549755813888 
782240423185744171296314767574413000210782/174419953858127237874705999906853617664 647771779337654198336297480648181805209655/174419953858127237874705999906853617664 9877265993657046/2199023255552 8146013351910355/2199023255552 
-11138127783526390/2199023255552 -6799589638143989/2199023255552 -5539126627532800/1099511627776 -3342459941683199/1099511627776 
-17018116689100772/1099511627776 -9004386353151997/1099511627776 -16939496977203152/1099511627776 -8978608999628805/1099511627776 
3930107865938143659151614331049426119522517/814448425062720251857976000437660155904 3152379708466943838842371569317210712553663/814448425062720251857976000437660155904 2649649001267201/549755813888 2136759861248002/549755813888 
-6489101251379199/1099511627776 5252551645593595/1099511627776 -387415125/65536 314443200/65536 
9386963081625598/1099511627776 5488728709529597/1099511627776 561458400/65536 325093525/65536 
22545677523353540/17592186044416 -8966646005760003/17592186044416 5699182945894415/4398046511104 -2202148221747198/4398046511104 
5640127984435212/549755813888 4254658776268801/549755813888 5695303634124790/549755813888 4264717556121599/549755813888 
-8015798127820795/1099511627776 -5726892195839999/1099511627776 -8048909641318405/1099511627776 -5718215439155197/1099511627776 
3247754444800002/1099511627776 6143670956851197/1099511627776 1623470584627198/549755813888 3069396071219201/549755813888 
-5436483200614391/35184372088832 38572604679782496/35184372088832 -8791829931622415/35184372088832 38508012398182568/35184372088832 
-13822950/2048 9637475/2048 -7405823852543996/1099511627776 5034577861017601/1099511627776 
8236741479628797/1099511627776 4058117465702405/1099511627776 16501353270476810/2199023255552 8137067200512003/2199023255552 
-15660529536204802/2199023255552 -8595674077593599/2199023255552 -15665777449369590/2199023255552 -8626527377817601/2199023255552 
63942547000524632/4398046511104 -6691619864576009/4398046511104 63958975250431832/4398046511104 -6881712852172813/4398046511104 
7597550521548799/1099511627776 4386783546572803/1099511627776 7588218195148805/1099511627776 4386783546572803/1099511627776 
-7177746828492799/1099511627776 8705406297702405/1099511627776 -7157868344115203/1099511627776 8712298378035199/1099511627776 
-16216043290623990/2199023255552 8898077523968009/2199023255552 -8130794199449601/1099511627776 4374099971276803/1099511627776 
16997432059494434/1099511627776 6493377344307205/1099511627776 8473281770291217/549755813888 3240223362252800/549755813888 
12761340208742348/1099511627776 2512721333452801/1099511627776 12744479945523214/1099511627776 2491036572057595/1099511627776 
-8024936677376001/1099511627776 -5751690179379205/1099511627776 -7999787630591999/1099511627776 -5741434686668804/1099511627776 
8194545103667201/1099511627776 3604677551718405/1099511627776 16466555646771200/2199023255552 7209659609907205/2199023255552 
3410494278860793/274877906944 1468684199526400/274877906944 13693281003110404/1099511627776 5850940833791997/1099511627776 
6411944093286397/2199023255552 10121671763558404/2199023255552 1602362120601601/549755813888 2532601495552002/549755813888 
5860216956518401/2199023255552 11397393652121600/2199023255552 5852827851161591/2199023255552 11402936005427204/2199023255552 
21633429825126392/2199023255552 967181965721601/2199023255552 173112441805209568/17592186044416 7614587784396793/17592186044416 
5608559974809601/2199023255552 8996844994559990/2199023255552 2776264762982403/1099511627776 4504616225996797/1099511627776 
-7285705696870379/549755813888 2973281917337599/549755813888 -7266390088089586/549755813888 2968899079372799/549755813888 
-5930083575398402/1099511627776 7719059508428803/1099511627776 -5872825453772795/1099511627776 7715801373081600/1099511627776 
-9735373848575996/1099511627776 8639197531340801/1099511627776 -9736804945100806/1099511627776 8627591053311999/1099511627776 
770156724705875/137438953472 343027909865280/137438953472 6164201348928678/1099511627776 2733415590889447/1099511627776 
-18828176968908796/2199023255552 2282075507916807/2199023255552 -9407735791616004/1099511627776 1161878306815997/1099511627776 
7624645725388801/1099511627776 -7627450875904001/1099511627776 7603644006399999/1099511627776 -7682517893120001/1099511627776 
-91293388636159936/17592186044416 8283296576307197/17592186044416 -90862153786982336/17592186044416 7837038569062391/17592186044416 
5839486608998391/4398046511104 10215871637094392/4398046511104 6038979031859211/4398046511104 10149946405683192/4398046511104 
23341489664819172/2199023255552 5046401184563201/2199023255552 11703400005632042/1099511627776 2520598236364797/1099511627776 
48442993714875312930340078461772792227040618/10401128123271069796885756285378071887872 30267692575698686863277496369053798976126103/10401128123271069796885756285378071887872 10240079096821186/2199023255552 6396665849086455/2199023255552 
2916405896806399/549755813888 2218297760153602/549755813888 5830705414144005/1099511627776 4451338918297595/1099511627776 
-15577992344371196/2199023255552 2068952016486399/2199023255552 -31142888393932780/4398046511104 4241348152524801/4398046511104 
-12247476731903994/1099511627776 2944202807705597/1099511627776 -24470695287193660/2199023255552 5843711531417609/2199023255552 
-21979950/2048 13635575/2048 -11808379240448010/1099511627776 7339961535692803/1099511627776 
-34710080192512084/2199023255552 4722590010572801/2199023255552 -34688021508915256/2199023255552 4713064746188795/2199023255552 
5866502540492773/549755813888 1228273614848002/549755813888 11737750516531224/1099511627776 2430746388070399/1099511627776 
48317519731097392/4398046511104 8760054723379181/4398046511104 48431088061644728/4398046511104 8715599295283181/4398046511104 
-1964137292339609856/281474976710656 -7014085505843209/281474976710656 -490424061919232192/70368744177664 -2376093768089601/70368744177664 
14659651161292848/1099511627776 -3553633291468805/1099511627776 29225313003110428/2199023255552 -7052909241958395/2199023255552 
1963802912358399/274877906944 1489974172057600/274877906944 7878860813107196/1099511627776 5956258548940803/1099511627776 
50491219456819144/17592186044416 7592883100057607/17592186044416 764036224059222715026738939026785215088762240/264237277079663660539021868911448647794688 117994984191455316681437729726410666730750263/264237277079663660539021868911448647794688 
5639810056191995/1099511627776 4901653236940799/1099511627776 5666503865139198/1099511627776 4892755440435195/1099511627776 
6084461645004803/8796093022208 46173042560204768/8796093022208 3048066147942401/4398046511104 23122864085401600/4398046511104 
-7036115668172802/1099511627776 4999272307097599/1099511627776 -7075899899903999/1099511627776 4999935426560004/1099511627776 
3890985356492800/274877906944 1608526069760001/274877906944 7762437839257617/549755813888 3210991999385600/549755813888 
2909192323071999/2199023255552 11936779468799990/2199023255552 2917538568601591/2199023255552 11921049989939198/2199023255552 
-14491102216192042/1099511627776 5916528843161603/1099511627776 -3624910874214405/274877906944 1472140201164799/274877906944 
13460586050355200/4398046511104 -6884088086528009/4398046511104 13360555255398382/4398046511104 -6865105086054379/4398046511104 
4662010839040007/274877906944 -1283476422655999/274877906944 4657086726144000/274877906944 -1283664956620799/274877906944 
13503762215731196/2199023255552 6666490111590393/2199023255552 6794043929395199/1099511627776 3372579028991999/1099511627776 
8214529284505593/4398046511104 21756408496127980/4398046511104 8224957163110397/4398046511104 21772049894604816/4398046511104 
-7300104742502401/1099511627776 7122980962303998/1099511627776 -7269673389260796/1099511627776 7138880729907197/1099511627776 
-5156103205683199/17592186044416 9073344905215992/17592186044416 -2768109568000003/8796093022208 4547442586419196/8796093022208 
-2486172018278400/274877906944 804195454156799/274877906944 -9958867337215998/1099511627776 3202398499635201/1099511627776 
-1603106504703999/274877906944 1412775070924799/274877906944 -6433865623142398/1099511627776 5630686186700799/1099511627776 
54565613338624056/4398046511104 3020684053708799/4398046511104 27328855094067180/2199023255552 1599861057126399/2199023255552 
-26787336893235304/2199023255552 8146569815654403/2199023255552 -13404536727142356/1099511627776 4071462482739195/1099511627776 
-8700965368627198/1099511627776 5592118303129601/1099511627776 -8718207313510397/1099511627776 5624796964454404/1099511627776 
-17800/1 -9000/1 -17900/1 -9000/1 
-1406123533926401/4398046511104 25329853163110404/4398046511104 -635291933081599/2199023255552 12665054088396808/2199023255552 
-563983207628799/2199023255552 9577812302233610/2199023255552 -3806457547980803/17592186044416 76250191862169584/17592186044416 
27308303004467184/8796093022208 -2033931046092801/8796093022208 27349600121651200/8796093022208 -1843572978483201/8796093022208 
10668088072601594/4398046511104 -5387856537190417/4398046511104 10685719248896016/4398046511104 -5438082069299217/4398046511104 
13293744186982448/1099511627776 -3741783477452795/1099511627776 26494668426444764/2199023255552 -7499145438822407/2199023255552 
-5173127885619202/549755813888 3228383680921601/549755813888 -5166760932147201/549755813888 3226124419072000/549755813888 
11200295757414396/1099511627776 2463920816128005/1099511627776 11233877032959996/1099511627776 2479474343936001/1099511627776 
3974214608486399/4398046511104 23785949993369612/4398046511104 7901047842406401/8796093022208 47630294764748760/8796093022208 
2191108184473601/549755813888 2696753971200001/549755813888 4393268779417604/1099511627776 5381349913395199/1099511627776 
12099720380762928/2199023255552 4953808061728379/2199023255552 12139118841581962/2199023255552 4987953394438205/2199023255552 
-1264508416819199/274877906944 -656019501875200/274877906944 -10300546246246394/2199023255552 -5370094918041597/2199023255552 
6523624987033603/549755813888 4042695429324801/549755813888 13033844978483248/1099511627776 8048764518399995/1099511627776 
237073390056244064/17592186044416 -4733780413644793/17592186044416 237140606294425600/17592186044416 -4823078823526395/17592186044416 
10660363278840966/2199023255552 6274969781193237/2199023255552 5364646517145605/1099511627776 3090821205196804/1099511627776 
-18041677860044812/1099511627776 6956251925708797/1099511627776 -9003039142707217/549755813888 3475414345318400/549755813888 
7575774534041601/1099511627776 4470777000755203/1099511627776 7543110972211202/1099511627776 4470777000755203/1099511627776 
14599073667481614/1099511627776 -3525783112908805/1099511627776 7288679458406403/549755813888 -1767110397132798/549755813888 
2558510340505607/2199023255552 12802383151104006/2199023255552 2553148132556805/2199023255552 12830914484633598/2199023255552 
38175699369984040/2199023255552 -7840906556211197/2199023255552 38124502017638360/2199023255552 -7785401653657599/2199023255552 
52357265306419408/4398046511104 2356429402931201/4398046511104 104850862270054512/8796093022208 4657263306342397/8796093022208 
7887575737958401/1099511627776 3986188088115197/1099511627776 7900339843891201/1099511627776 3996789191475200/1099511627776 
5492876876185604/1099511627776 -1691213207961597/1099511627776 21912804025958384/4398046511104 -6792932438835211/4398046511104 
-9051551301632004/1099511627776 8877962480844803/1099511627776 -2270136211865601/274877906944 2218659309158400/274877906944 
18567938860646440/1099511627776 6648917236121603/1099511627776 4629344341196798/274877906944 1661632354713601/274877906944 
-6857409796505581/549755813888 2782467090022400/549755813888 -6883416997887998/549755813888 2779875010150401/549755813888 
15993027113779234/1099511627776 -4201703171686401/1099511627776 31923988594688084/2199023255552 -8367016561868805/2199023255552 
3143678243635201/4398046511104 20821514911744012/4398046511104 195043157606400/274877906944 1302448098508799/274877906944 
26654850573926448/2199023255552 6221906051071993/2199023255552 13320148169523180/1099511627776 3103954619596795/1099511627776 
