12834
8849800/20833 8347800/20833 26545600/62501 26206600/62501 
1481100/62501 23606302/62501 493300/20833 7964566/20833 
37629598/62499 3699920/62499 12543166/20833 1241640/20833 
43879198/62499 2399942/62499 37634698/62499 2424920/62499 
7554800/20833 5396800/20833 22660600/62501 15059600/62501 
22680600/62501 20059600/62501 7559800/20833 6646800/20833 
10129400/62499 7390400/62499 10370600/62501 7391600/62501 
80300/20833 11216166/20833 215900/62499 33648598/62499 
35185600/62501 21259600/62501 11354800/20833 7087800/20833 
62503/125 -54250/125 500/1 -440/1 
17649400/62499 12420400/62499 17850600/62501 12421600/62501 
50138998/62499 1174922/62499 50133998/62499 1174942/62499 
5211100/62501 22371202/62501 5236100/62501 22371302/62501 
75000/125 -57902/125 37503596/62499 -28950520/62499 
5224916/62499 37624498/62499 82/1 1002/1 
1425024/62501 37625302/62501 474972/20833 12546566/20833 
11374400/62499 6145400/62499 11625600/62501 6146600/62501 
10001/25 -10250/25 10003/25 -10250/25 
2649916/62499 37634798/62499 499972/20833 12546466/20833 
5008/25 -10500/25 5006/25 -10500/25 
304/1 -504/1 107600/275 -138504/275 
31649698/62499 -51100/62499 10549866/20833 -8700/20833 
15340600/62501 14911600/62501 15339400/62499 15088400/62499 
-476/1 404/1 -2396/5 2020/5 
15200600/62501 25089600/62501 14049400/62499 25093400/62499 
50000/125 -57952/125 25003696/62499 -28975520/62499 
10002/25 -12000/25 25003796/62499 -30200500/62499 
1323300/20833 6711266/20833 3966100/62501 21116202/62501 
11554400/62499 23853400/62499 11445600/62501 23854600/62501 
6383266/20833 -8700/20833 6298266/20833 -8360/20833 
9274800/20833 6262800/20833 27675600/62501 18789600/62501 
100/1 458/1 100/1 462/1 
35329400/62499 17508400/62499 35325600/62501 18741600/62501 
600/1 580/1 36504400/62499 36253400/62499 
21409400/62499 14935400/62499 21405600/62501 13814600/62501 
35200600/62501 25009600/62501 35199400/62499 24990400/62499 
-46278/101 111496/101 -46298/101 111488/101 
244900/62499 13898798/62499 241100/62501 14851202/62501 
36444400/62499 23745400/62499 36440600/62501 22504600/62501 
1450100/62501 25106202/62501 1475100/62501 25106302/62501 
12795600/62501 26151600/62501 4264800/20833 8782800/20833 
22780600/62501 29941600/62501 7989800/20833 9981800/20833 
14079400/62499 17593400/62499 13920600/62501 17594600/62501 
-29299478/62501 56498600/62501 -29299498/62501 56493600/62501 
50240804/62501 -26375462/62501 16746300/20833 -8766846/20833 
3409800/20833 10796800/20833 10270600/62501 32391600/62501 
-9950174/20833 20916300/20833 -478/1 1100/1 
502/1 60/1 31375402/62501 3725060/62501 
37620402/62501 3700080/62501 36634598/62499 3703900/62499 
5004/25 -10000/25 5003/25 -10250/25 
58306/20833 18797966/20833 149918/62499 56393998/62499 
-400/1 284/1 -400/1 296/1 
2624800/20833 2122800/20833 7870600/62501 7381600/62501 
31649498/62499 -1100/62499 31399498/62499 -100/62499 
-51250/125 25023/125 -51250/125 25013/125 
31565600/62501 21226600/62501 31564400/62499 21273400/62499 
7507/25 -10250/25 7509/25 -10250/25 
43990804/62501 -27650482/62501 43990704/62501 -27625482/62501 
36615600/62501 8746600/62501 600/1 140/1 
35374400/62499 6258400/62499 35125600/62501 6259600/62501 
100/1 -400/1 100/1 98/1 
10058/25 0/25 25139798/62499 1199920/62499 
25144798/62499 -50080/62499 8381566/20833 -8360/20833 
-436/1 404/1 -10900/25 12426/25 
-2098/5 2020/5 -420/1 404/1 
-59902/125 50000/125 -2995600/6251 2495204/6251 
14666300/20833 -10425166/20833 189050/313 -156505/313 
5189900/62499 33878698/62499 5164900/62499 33878798/62499 
12639400/62499 9900400/62499 12860600/62501 9901600/62501 
23870202/62501 4955100/62501 23865302/62501 3730100/62501 
580/1 -410/1 584/1 -410/1 
50139098/62499 1149922/62499 50138998/62499 1174922/62499 
5165900/62499 33628798/62499 5164900/62499 33878798/62499 
475300/20833 10381266/20833 1425100/62501 31356202/62501 
56496004/62501 -26400442/62501 62731004/62501 -26375502/62501 
12179800/20833 9167800/20833 36460600/62501 27504600/62501 
3899918/62499 50129098/62499 2699918/62499 50133898/62499 
35125600/62501 6240600/62501 562/1 100/1 
9114400/62499 8863400/62499 9110600/62501 9886600/62501 
25008/125 -60500/125 25003/125 -61750/125 
11469400/62499 29895400/62499 11465600/62501 28854600/62501 
6585600/62501 16126600/62501 2194800/20833 5457800/20833 
5225100/62501 25121302/62501 5225084/62501 25125302/62501 
-27400498/62501 56486004/62501 -27425458/62501 50246004/62501 
-450/1 298/1 -450/1 204/1 
14044400/62499 26343400/62499 14040600/62501 27406600/62501 
30175600/62501 18779600/62501 29074400/62499 18783400/62499 
50128898/62499 3699922/62499 802/1 78/1 
5164900/62499 33878798/62499 3989900/62499 33883498/62499 
15170600/62501 17589600/62501 14079400/62499 17593400/62499 
12725600/62501 31349600/62501 12724400/62499 31150400/62499 
21505600/62501 36186600/62501 22744400/62499 36190400/62499 
14119400/62499 7593400/62499 13880600/62501 7594600/62501 
7675600/62501 18869600/62501 6574400/62499 18873400/62499 
17809400/62499 22578400/62499 17690600/62501 22579600/62501 
37503596/62499 -26450560/62499 37508596/62499 -26450540/62499 
20329400/62499 17568400/62499 20170600/62501 17569600/62501 
21459400/62499 27435400/62499 21455600/62501 26314600/62501 
28885600/62501 8784600/62501 28884400/62499 8715400/62499 
-10900/25 12504/25 -53750/125 62523/125 
-400/1 -460/1 -410/1 -470/1 
-10000/25 -11849/25 90/1 -472/1 
2208/5 0/5 27600402/62501 -9900/62501 
50003/125 -54250/125 50013/125 -54250/125 
5225084/62501 25125302/62501 84/1 402/1 
-410/1 -434/1 -10000/25 -10849/25 
34010600/62501 34986600/62501 34009400/62499 35013400/62499 
25219400/62499 29950400/62499 25280600/62501 29951600/62501 
2675064/62501 37620302/62501 2700064/62501 37620402/62501 
244900/62499 32648498/62499 241100/62501 33601502/62501 
56378998/62499 -100018/62499 18792966/20833 -25006/20833 
-436/1 604/1 -54502/125 75500/125 
913300/20833 5046266/20833 1489900/62499 15143798/62499 
10279400/62499 30108400/62499 10220600/62501 30109600/62501 
18865202/62501 2475080/62501 18860202/62501 1225080/62501 
604/1 -424/1 3020/5 -2118/5 
-52500/125 25018/125 -52500/125 25008/125 
-51250/125 25497/125 -416/1 204/1 
20305600/62501 23681600/62501 20304400/62499 23818400/62499 
3999916/62499 12629798/62499 2749916/62499 12634798/62499 
3996100/62501 32366502/62501 3995900/62499 32383498/62499 
28929400/62499 19965400/62499 29070600/62501 19966600/62501 
37503796/62499 -26400560/62499 12502932/20833 -8800180/20833 
-30599498/62501 43998600/62501 -61248/125 75500/125 
36370202/62501 4905100/62501 11793266/20833 1636300/20833 
22680600/62501 20059600/62501 7189800/20833 6687800/20833 
17825600/62501 18671600/62501 17824400/62499 18828400/62499 
7144800/20833 7061800/20833 21430600/62501 20064600/62501 
10479800/20833 7491800/20833 31560600/62501 22476600/62501 
-476/1 100/1 -476/1 104/1 
-62352/125 75000/125 -62302/125 75000/125 
74972/20833 6298266/20833 224900/62499 18898798/62499 
-486/1 600/1 -59952/125 75000/125 
104/1 -400/1 108/1 -400/1 
7626566/20833 1661300/20833 22875600/62501 6191600/62501 
27810600/62501 22461600/62501 28939400/62499 22465400/62499 
12735600/62501 33849600/62501 11514400/62499 33853400/62499 
26350202/62501 -54900/62501 25399798/62499 -51100/62499 
43980904/62501 -26425502/62501 43980804/62501 -26400502/62501 
25105302/62501 1225100/62501 24144698/62499 1228900/62499 
50243900/62499 -26300558/62499 16746300/20833 -8766846/20833 
-400/1 164/1 -400/1 176/1 
18879698/62499 3749920/62499 302/1 60/1 
19070600/62501 19926600/62501 20179400/62499 19930400/62499 
170900/62499 32398798/62499 -400/1 520/1 
404/1 -474/1 500/1 -474/1 
12709400/62499 27400400/62499 12790600/62501 27401600/62501 
11539400/62499 27603400/62499 11535600/62501 28646600/62501 
466646/20833 14628066/20833 224938/62499 43888898/62499 
5241100/62501 14871202/62501 5239900/62499 15128798/62499 
30139400/62499 9970400/62499 30360600/62501 9971600/62501 
-26125498/62501 62731004/62501 -26150438/62501 56496004/62501 
304/1 -500/1 304/1 -494/1 
50231004/62501 -26425502/62501 50236004/62501 -26425482/62501 
35134798/62499 3659900/62499 35115202/62501 3660100/62501 
35144798/62499 1159900/62499 35105202/62501 1160100/62501 
-55000/125 37528/125 -27475504/62499 18763796/62499 
10374400/62499 6358400/62499 10370600/62501 7391600/62501 
-26774458/62501 62743600/62501 -26774478/62501 62738600/62501 
-400/1 -494/1 100/1 -494/1 
26415600/62501 16294600/62501 8804800/20833 5401800/20833 
-400/1 424/1 -400/1 436/1 
9030600/62501 29886600/62501 10219400/62499 29890400/62499 
33855302/62501 1190100/62501 33855202/62501 1165100/62501 
36355502/62501 1230100/62501 36355402/62501 1205100/62501 
35115402/62501 3710100/62501 34134598/62499 3713900/62499 
34129598/62499 4963900/62499 34129498/62499 4988900/62499 
-2870600/6251 2490204/6251 -11400/25 9956/25 
204/1 -480/1 204/1 -474/1 
-498/1 704/1 -2492/5 3020/5 
10159400/62499 14890400/62499 10340600/62501 14891600/62501 
2699900/62499 31388698/62499 2674900/62499 31388798/62499 
68300/20833 10049566/20833 179900/62499 30148798/62499 
-456/1 100/1 -456/1 104/1 
75000/125 -57802/125 75000/125 -57852/125 
2700084/62501 31365302/62501 2700064/62501 31370302/62501 
10008/25 -10000/25 2002/5 -2000/5 
-51250/125 50033/125 -50000/125 50038/125 
58306/20833 16714666/20833 149918/62499 50144098/62499 
31360402/62501 2475100/62501 31360302/62501 2450100/62501 
-490/1 104/1 -496/1 104/1 
20399698/62499 -6100/62499 20100302/62501 -4900/62501 
7624400/62499 6130400/62499 608/5 0/5 
913300/20833 7129566/20833 2714900/62499 21388798/62499 
31480600/62501 32524600/62501 31479400/62499 32475400/62499 
9679800/20833 9177800/20833 28960600/62501 27534600/62501 
2686100/62501 34861302/62501 895300/20833 11629566/20833 
33865202/62501 3665100/62501 32884798/62499 3668900/62499 
7508/25 -10500/25 7506/25 -10500/25 
32740600/62501 35019600/62501 32739400/62499 34980400/62499 
62503/125 -59250/125 500/1 -480/1 
1486100/62501 16106202/62501 1484900/62499 16393798/62499 
27610202/62501 2440100/62501 27605402/62501 1240100/62501 
493300/20833 5881266/20833 229900/62499 17648798/62499 
200/1 -484/1 25008/125 -60500/125 
-420/1 404/1 -52500/125 50038/125 
3965900/62499 33633598/62499 3964900/62499 33883598/62499 
1313300/20833 11294566/20833 3936100/62501 34866302/62501 
1450064/62501 31365302/62501 1475064/62501 31365402/62501 
-456/1 500/1 -11400/25 12502/25 
-57452/125 75000/125 -460/1 504/1 
30130600/62501 7529600/62501 29119400/62499 7533400/62499 
31253596/62499 -27725540/62499 10419532/20833 -9241840/20833 
-27375498/62501 62736004/62501 -28024498/62501 62738600/62501 
13935600/62501 21344600/62501 4644800/20833 7051800/20833 
7785600/62501 28631600/62501 2594800/20833 9622800/20833 
6364800/20833 4607800/20833 19090600/62501 14926600/62501 
-400/1 100/1 100/1 102/1 
35105202/62501 1160100/62501 34144798/62499 1163900/62499 
31434400/62499 21225400/62499 31565600/62501 21226600/62501 
600/1 -460/1 600/1 -454/1 
3999916/62499 25129598/62499 1324972/20833 8376566/20833 
-28725524/62499 25003696/62499 -57452/125 50000/125 
43990704/62501 -27625482/62501 43988900/62499 -27525518/62499 
31609400/62499 10023400/62499 31390600/62501 10024600/62501 
25008/125 -60500/125 204/1 -484/1 
2725100/62501 25111302/62501 3950100/62501 25116202/62501 
35214400/62499 28740400/62499 35285600/62501 28741600/62501 
37605502/62501 -24920/62501 36649498/62499 -21100/62499 
34020600/62501 32486600/62501 11339800/20833 10837800/20833 
32600502/62501 -4900/62501 32600402/62501 -29900/62501 
20165600/62501 16319600/62501 20164400/62499 16180400/62499 
3819800/20833 9131800/20833 11455600/62501 26354600/62501 
-26075542/62499 56488900/62499 -26125458/62501 56490904/62501 
241100/62501 14851202/62501 1491100/62501 14856202/62501 
179950/627 61915/627 286/1 100/1 
32709400/62499 27480400/62499 32705600/62501 26269600/62501 
15234400/62499 33660400/62499 15230600/62501 32589600/62501 
7504/25 -10000/25 7503/25 -10250/25 
26610600/62501 9956600/62501 8869800/20833 3347800/20833 
23970600/62501 30054600/62501 22779400/62499 30058400/62499 
34069400/62499 20013400/62499 34065600/62501 21236600/62501 
-2993110/6251 3117704/6251 -2396/5 2020/5 
2674918/62499 43884098/62499 2649938/62499 50129098/62499 
-26225504/62499 37518496/62499 -26200504/62499 37518596/62499 
19025600/62501 31176600/62501 19024400/62499 31323400/62499 
27745600/62501 36289600/62501 8834800/20833 12097800/20833 
7824400/62499 18868400/62499 7675600/62501 18869600/62501 
6789800/20833 2522800/20833 20130600/62501 7569600/62501 
1303300/20833 11711266/20833 3906100/62501 36116202/62501 
302/1 40/1 18875202/62501 2475040/62501 
32615402/62501 3720100/62501 32615302/62501 3695100/62501 
50245904/62501 -27650462/62501 56485904/62501 -27625502/62501 
50008/125 -53000/125 50018/125 -53000/125 
586/1 100/1 36624400/62499 6253400/62499 
7558/25 0/25 18889798/62499 1224920/62499 
-26150478/62501 43985804/62501 -26150498/62501 43980804/62501 
-9150168/20833 10421232/20833 -27450524/62499 31258696/62499 
35144498/62499 1234900/62499 11713266/20833 803300/20833 
26629798/62499 4943900/62499 8876566/20833 1656300/20833 
32795600/62501 26231600/62501 33954400/62499 26235400/62499 
5954800/20833 2942800/20833 17860600/62501 9921600/62501 
7609800/20833 5852800/20833 22825600/62501 18691600/62501 
564/1 -410/1 580/1 -410/1 
1328300/20833 9627866/20833 3959900/62499 28883698/62499 
3444800/20833 5452800/20833 10330600/62501 17391600/62501 
10270600/62501 32391600/62501 11479400/62499 32395400/62499 
28875600/62501 6284600/62501 462/1 100/1 
27640600/62501 10039600/62501 8869800/20833 3347800/20833 
10464866/20833 -8360/20833 31375402/62501 -25000/62501 
31350302/62501 -49900/62501 31350202/62501 -74900/62501 
-496/1 200/1 -61250/125 25003/125 
2729900/62499 23888698/62499 2704900/62499 23888798/62499 
7759400/62499 35118400/62499 7740600/62501 35119600/62501 
8463266/20833 816300/20833 25389698/62499 2473900/62499 
400/1 -500/1 404/1 -500/1 
68300/20833 12132866/20833 200084/62501 37605402/62501 
10914800/20833 12076800/20833 32740600/62501 35019600/62501 
2308/5 0/5 28850402/62501 -14900/62501 
7149800/20833 8311800/20833 21550600/62501 24936600/62501 
32815600/62501 21231600/62501 32814400/62499 21268400/62499 
28915600/62501 16284600/62501 28914400/62499 16215400/62499 
1333300/20833 6294566/20833 3996100/62501 19866302/62501 
6529400/62499 30123400/62499 6470600/62501 30124600/62501 
11565600/62501 21146600/62501 3854800/20833 7117800/20833 
171100/62501 32351202/62501 170900/62499 32398798/62499 
25350600/62501 12451600/62501 8449800/20833 4182800/20833 
-8691854/20833 18831300/20833 -26075582/62499 56498900/62499 
3819800/20833 9131800/20833 11540600/62501 27396600/62501 
25359400/62499 10048400/62499 25355600/62501 11201600/62501 
3925064/62501 31375202/62501 3950064/62501 31375302/62501 
12501/25 -10250/25 12503/25 -10250/25 
62500/125 -55402/125 31253696/62499 -27700540/62499 
-400/1 -440/1 -400/1 -434/1 
7644400/62499 11130400/62499 7640600/62501 10119600/62501 
14055600/62501 23656600/62501 4684800/20833 7947800/20833 
27694400/62499 23710400/62499 27805600/62501 23711600/62501 
-26175438/62501 43995904/62501 -26200438/62501 43996004/62501 
21555600/62501 23686600/62501 7184800/20833 7937800/20833 
75000/125 -60352/125 75000/125 -60402/125 
7820600/62501 19881600/62501 8929400/62499 19885400/62499 
37503/125 -54250/125 300/1 -440/1 
37634498/62499 2474920/62499 37625502/62501 2475040/62501 
25129400/62499 7450400/62499 25370600/62501 7451600/62501 
-53750/125 25013/125 -52500/125 25018/125 
1208/5 0/5 1132/5 0/5 
5150084/62501 37625202/62501 5149916/62499 37624798/62499 
504/1 -434/1 504/1 -424/1 
24060600/62501 22446600/62501 8019800/20833 7517800/20833 
-416/1 200/1 -10400/25 5002/25 
504/1 -480/1 12502/25 -12000/25 
-50000/125 37528/125 -50000/125 37538/125 
5548266/20833 411300/20833 16355202/62501 1235100/62501 
-11400/25 5004/25 -56250/125 25023/125 
26469400/62499 29955400/62499 26465600/62501 28794600/62501 
22615302/62501 3735100/62501 7211566/20833 1246300/20833 
17794400/62499 26328400/62499 17705600/62501 26329600/62501 
15295600/62501 26161600/62501 5484800/20833 8721800/20833 
4293266/20833 1666300/20833 12875600/62501 6151600/62501 
6400600/62501 12624600/62501 6399400/62499 12375400/62499 
400/1 -444/1 50008/125 -55500/125 
32600402/62501 -29900/62501 32600302/62501 -54900/62501 
24050600/62501 24946600/62501 8399800/20833 8316800/20833 
62743900/62499 -30100498/62499 56498900/62499 -30075518/62499 
893300/20833 12129566/20833 2675084/62501 37615302/62501 
1475064/62501 18865202/62501 1475044/62501 18870202/62501 
30145600/62501 11279600/62501 30144400/62499 11220400/62499 
-490/1 504/1 -496/1 504/1 
26639798/62499 2443900/62499 26360202/62501 2445100/62501 
2724916/62499 37634498/62499 899972/20833 12544866/20833 
16711366/20833 383314/20833 50129098/62499 1149962/62499 
-28625478/62501 62746004/62501 -29274478/62501 62748600/62501 
25013696/62499 -26475520/62499 50028/125 -53000/125 
544/1 -410/1 544/1 -400/1 
3374800/20833 2046800/20833 10375600/62501 6141600/62501 
63300/20833 11299566/20833 164900/62499 33898798/62499 
-410/1 -400/1 -416/1 -400/1 
37605502/62501 -24920/62501 37605402/62501 -49920/62501 
33984400/62499 33735400/62499 34015600/62501 33736600/62501 
30204400/62499 26220400/62499 30295600/62501 26221600/62501 
2232/5 0/5 9298266/20833 396300/20833 
36644498/62499 1228900/62499 12213266/20833 801300/20833 
18763796/62499 -27725500/62499 1520/5 -2218/5 
404/1 -440/1 10006/25 -11000/25 
462/1 100/1 446/1 100/1 
50241004/62501 -27675482/62501 50240904/62501 -27650482/62501 
